index,name,geometry,point_lon,point_lat
1215,Kings Pharmacy,POINT (-0.3732189252950133 51.56183438697961),-0.373218925,51.56183439
1216,Health Pharmacy,POINT (-0.3080308882630987 51.57095241166499),-0.308030888,51.57095241
1217,Day Lewis Pharmacy,POINT (-0.08719373016432951 51.40983018012657),-0.08719373,51.40983018
1218,North Harrow Pharmacy,POINT (-0.3631449251133294 51.58821763125045),-0.363144925,51.58821763
1219,Day Lewis Pharmacy,POINT (-0.07667150848033556 51.39843502859018),-0.076671508,51.39843503
1220,Gor Pharmacy,POINT (-0.3816263784331885 51.59159328698515),-0.381626378,51.59159329
1221,Reems Pharmacy,POINT (-0.3318716945305561 51.61305343678127),-0.331871695,51.61305344
1222,Shaftesbury Pharmacy,POINT (-0.3546362815697377 51.57224454877635),-0.354636282,51.57224455
1223,Wilkes Chemist,POINT (-0.1011457841800557 51.40314169794374),-0.101145784,51.4031417
1224,Saville Pharmacy Ltd,POINT (-0.3621052934184563 51.58509453706666),-0.362105293,51.58509454
1225,Healthways Pharmacy,POINT (-0.3708583954101857 51.57661625544691),-0.370858395,51.57661626
1226,Tesco in-store Pharmacy,POINT (-0.117061642758188 51.33695123431161),-0.117061643,51.33695123
1227,Bachus Chemist,POINT (-0.2840622991526695 51.58552254272993),-0.284062299,51.58552254
1228,Superdrug Pharmacy,POINT (-0.123108851481451 51.41065370295915),-0.123108851,51.4106537
1229,Churchills Pharmacy,POINT (-0.3145611900907769 51.58322185697083),-0.31456119,51.58322186
1230,Boots,POINT (-0.07217518367309064 51.38091519333135),-0.072175184,51.38091519
1231,Boots,POINT (-0.1158107352362262 51.33874765776827),-0.115810735,51.33874766
1232,Webbers Chemist,POINT (-0.3408994734839466 51.58371403200279),-0.340899473,51.58371403
1233,Lloyds Pharmacy,POINT (-0.0646355726529959 51.32013432943078),-0.064635573,51.32013433
1234,K L Pharmacy,POINT (-0.3128829987161894 51.59579583243561),-0.312882999,51.59579583
1235,Superdrug Pharmacy,POINT (-0.0986026371381797 51.39859511265755),-0.098602637,51.39859511
1236,Kings Pharmacy,POINT (-0.3010780830056208 51.60648814692269),-0.301078083,51.60648815
1237,PM Williams Pharmacy,POINT (-0.3610282155180697 51.55862089343277),-0.361028216,51.55862089
1238,Boots,POINT (-0.137579331162917 51.32166785878034),-0.137579331,51.32166786
1239,Collins Pharmacy,POINT (-0.2948803312618026 51.59537383008222),-0.294880331,51.59537383
1240,Fairview Pharmacy,POINT (-0.2735009101780714 51.60519555442528),-0.27350091,51.60519555
1241,Goldmantle Pharmacy,POINT (-0.03861229229818144 51.35083465668355),-0.038612292,51.35083466
1242,Lloyds Pharmacy,POINT (0.5108349608213278 52.34322181308101),0.510834961,52.34322181
1243,K L Pharmacy,POINT (-0.3656176671279913 51.56460177057901),-0.365617667,51.56460177
1244,Child & Adolescent Mental Health Services,POINT (1.269908549556 52.63835805336644),1.26990855,52.63835805
1245,Day Lewis Pharmacy,POINT (-2.423756493113727 52.03711051671468),-2.423756493,52.03711052
1246,Asterwell Pharmacy,POINT (-1.810167400849871 52.4034400834397),-1.810167401,52.40344008
1247,Gospel Lane Pharmacy,POINT (-1.816586076444058 52.4329466010244),-1.816586076,52.4329466
1248,Cheswick Green Pharmacy,POINT (-1.815475864626561 52.3781952676468),-1.815475865,52.37819527
1249,Trent Health Pharmacy Ltd,POINT (-2.094492309163975 53.02290190790197),-2.094492309,53.02290191
1250,Tean Pharmacy Ltd,POINT (-1.987053730052351 52.95370429257947),-1.98705373,52.95370429
1251,Ridgeways Chemist,POINT (-2.138100401902362 53.05547077456288),-2.138100402,53.05547077
1252,Queen Street Pharmacy,POINT (-2.198563072763223 53.04472492591187),-2.198563073,53.04472493
1253,Rowlands Pharmacy,POINT (-2.190859743149893 52.96896785566966),-2.190859743,52.96896786
1254,Worksop Pharmacy,POINT (-2.161062679027272 52.99223113824007),-2.161062679,52.99223114
1255,Medipharma Chemist,POINT (-1.982954523921663 52.54504799121693),-1.982954524,52.54504799
1256,Marston Green Pharmacy,POINT (-1.749642937416637 52.46760639043314),-1.749642937,52.46760639
1257,Saydon Pharmacy,POINT (-1.758718086158468 52.50662370588865),-1.758718086,52.50662371
1258,Grahams Pharmacy,POINT (-2.174232764705779 53.05146896912981),-2.174232765,53.05146897
1259,Dalvair Pharmacy,POINT (-1.969611832173349 52.47702768388993),-1.969611832,52.47702768
1260,Peaches Pharmacy,POINT (-2.067784265812436 52.47622083289536),-2.067784266,52.47622083
1261,Kean Pharmacy,POINT (-0.2190204077065558 51.73484943345861),-0.219020408,51.73484943
1262,W S Low Pharmacy,POINT (-2.218307651244447 53.0321414735968),-2.218307651,53.03214147
1263,Meir Hay Pharmacy,POINT (-2.121283641175304 52.99147841578998),-2.121283641,52.99147842
1264,McMullen Pharmacy,POINT (-2.109444813054001 53.07557413666024),-2.109444813,53.07557414
1265,Hill Top Pharmacy,POINT (-1.996923248065006 52.47619541889504),-1.996923248,52.47619542
1266,Jhoots Pharmacy,POINT (-2.052103635725826 52.48794272476142),-2.052103636,52.48794272
1267,RK Pharmacy,POINT (-1.967665259146911 52.501569719267),-1.967665259,52.50156972
1268,Dunstones Pharmacy Ltd,POINT (-1.991132164311068 52.50188839949725),-1.991132164,52.5018884
1269,Well Pharmacy,POINT (-2.19355764696265 53.07272520953956),-2.193557647,53.07272521
1270,Bradwell Pharmacy,POINT (-2.234592691140142 53.04068606694971),-2.234592691,53.04068607
1271,Eaton Park Pharmacy,POINT (-2.145440181691513 53.01591079242407),-2.145440182,53.01591079
1272,Boots,POINT (0.4887709499053995 51.7470511834156),0.48877095,51.74705118
1273,Punni Pharmacy,POINT (-0.03604958925251701 51.70976757145534),-0.036049589,51.70976757
1274,J E Williamson Ltd,POINT (0.1734390477851771 51.87701367704415),0.173439048,51.87701368
1275,Buntingford Pharmacy,POINT (-0.01984201595748423 51.94757353674783),-0.019842016,51.94757354
1276,Lex Pharmacy,POINT (-0.05599895234480989 51.71374128614665),-0.055998952,51.71374129
1277,Well Pharmacy,POINT (-3.094610489010544 51.03282834856871),-3.094610489,51.03282835
1278,Murrays Chemist,POINT (-0.3149102088358224 51.58354159619045),-0.314910209,51.5835416
1279,Boots,POINT (0.9904324292397271 52.19385141608298),0.990432429,52.19385142
1280,Angies Chemist,POINT (-0.3820099744280369 51.59400217301261),-0.382009974,51.59400217
1281,Boots,POINT (1.153658446958266 52.05802450331388),1.153658447,52.0580245
1282,Carters Chemist,POINT (-0.3833001112493347 51.59487150440858),-0.383300111,51.5948715
1283,Lloyds Pharmacy,POINT (1.180456238634639 52.04830974623481),1.180456239,52.04830975
1284,Leigh Pharmacy,POINT (-0.2622022535091095 51.57508458916031),-0.262202254,51.57508459
1285,Lloyds Pharmacy,POINT (1.12166024450611 52.04607887055336),1.121660245,52.04607887
1286,Tesco in-store Pharmacy,POINT (-2.637267707488899 50.94227500008671),-2.637267707,50.942275
1287,Boots,POINT (0.6245170212937938 52.44695506190236),0.624517021,52.44695506
1288,Boots,POINT (0.9965810405682193 52.18731625466028),0.996581041,52.18731625
1289,Boots,POINT (1.351885666366077 51.96348550190819),1.351885666,51.9634855
1290,Tesco in-store Pharmacy,POINT (1.097996416509772 52.03985419043136),1.097996417,52.03985419
1291,Nacton Road Pharmacy,POINT (1.186947160813347 52.03887939194645),1.186947161,52.03887939
1292,Victoria Street Pharmacy,POINT (0.7040452248010346 52.24580249948645),0.704045225,52.2458025
1293,Boots,POINT (1.319583465839588 52.09341588967217),1.319583466,52.09341589
1294,Wellbeing Pharmacy,POINT (1.158319132592263 52.0570811378097),1.158319133,52.05708114
1295,Fircroft Road Pharmacy,POINT (1.146070560967511 52.08249300761349),1.146070561,52.08249301
1296,Belstead Hills Pharmacy,POINT (1.11748629873482 52.03871555904573),1.117486299,52.03871556
1297,Combs Ford Pharmacy,POINT (0.9966612645649392 52.17993957863914),0.996661265,52.17993958
1298,Boots,POINT (1.10927996474578 52.37633901707645),1.109279965,52.37633902
1299,Lloyds Pharmacy,POINT (1.162353616122624 52.05735419700473),1.162353616,52.0573542
1300,Well Pharmacy,POINT (1.108832354793476 52.37624287932984),1.108832355,52.37624288
1301,Boots,POINT (0.4057266681908215 52.24420196156814),0.405726668,52.24420196
1302,Boots,POINT (1.563272833480465 52.45734135337323),1.563272833,52.45734135
1303,Superdrug Pharmacy,POINT (0.7126053788770207 52.24632812360102),0.712605379,52.24632812
1304,Tesco in-store Pharmacy,POINT (0.3966109712802263 52.26095031794559),0.396610971,52.26095032
1305,Boots,POINT (-2.592367285814626 51.4713950990209),-2.592367286,51.4713951
1306,Boots,POINT (-2.598207377545804 51.40494398779177),-2.598207378,51.40494399
1307,Boots,POINT (-2.85229165928947 51.43551685627926),-2.852291659,51.43551686
1308,Boots,POINT (-2.525842124452074 51.6073634070105),-2.525842124,51.60736341
1309,Boots,POINT (-2.413480341253294 51.54065997221806),-2.413480341,51.54065997
1310,Boots,POINT (-2.508735368866362 51.46328996469781),-2.508735369,51.46328996
1311,Boots,POINT (-2.498956338901668 51.41584809124289),-2.498956339,51.41584809
1312,Boots,POINT (-2.612360418950419 51.48501355703679),-2.612360419,51.48501356
1313,Boots,POINT (-2.58965218056354 51.45734588730765),-2.589652181,51.45734589
1314,Cohens Chemist,POINT (-2.664056609529953 51.4291006947746),-2.66405661,51.42910069
1315,Cohens Chemist,POINT (-2.739267171514122 51.4137150519613),-2.739267172,51.41371505
1316,Boots,POINT (-2.361028536670478 51.38156563543072),-2.361028537,51.38156564
1317,Boots,POINT (-2.474442081454951 51.49387115571886),-2.474442081,51.49387116
1318,Boots,POINT (-2.675946168003347 51.48907906234919),-2.675946168,51.48907906
1319,Boots,POINT (-2.7592126558843 51.43375602099148),-2.759212656,51.43375602
1320,Bristol Pharmacy,POINT (-2.546277310922269 51.41197738471261),-2.546277311,51.41197738
1321,Westfield Pharmacy,POINT (-2.465505037410707 51.28658538869099),-2.465505037,51.28658539
1322,Boots,POINT (-2.833229898803559 51.31447055803655),-2.833229899,51.31447056
1323,Lloyds Pharmacy,POINT (-2.914269134940409 51.37216962335443),-2.914269135,51.37216962
1324,Lloyds Pharmacy,POINT (-2.620055566452532 51.41314773220752),-2.620055566,51.41314773
1325,Ideal Pharmacy,POINT (-2.479001111847985 51.46021515436559),-2.479001112,51.46021515
1326,Kingsdown Pharmacy,POINT (-2.602046375157214 51.46077163184488),-2.602046375,51.46077163
1327,Well Pharmacy,POINT (-2.601336361561215 51.40762458508534),-2.601336362,51.40762459
1328,Well Pharmacy,POINT (-2.524360236387631 51.47189889178433),-2.524360236,51.47189889
1329,Well Pharmacy,POINT (-2.60570993525776 51.44068338984062),-2.605709935,51.44068339
1330,Well Pharmacy,POINT (-2.528689162478001 51.46053564155915),-2.528689162,51.46053564
1331,Asda Pharmacy,POINT (-0.9330164839881357 51.42473581126255),-0.933016484,51.42473581
1332,Minor Injuries Unit,POINT (-2.28066298477417 53.70081025275405),-2.280662985,53.70081025
1333,Royal Derby Hospital,POINT (-1.514813242751458 52.91105013330069),-1.514813243,52.91105013
1334,Mental Health Services - Reigate,POINT (-0.1822729401236043 51.23636311773524),-0.18227294,51.23636312
1335,Poole Community Health Clinic,POINT (-1.976389311789079 50.72189811854009),-1.976389312,50.72189812
1336,Globe Pharmacy Ltd,POINT (-0.2255410151807865 51.98032529564561),-0.225541015,51.9803253
1337,Oval Pharmacy,POINT (-0.1796909403776664 51.91831358009894),-0.17969094,51.91831358
1338,Anderson Chemist Ltd,POINT (-0.1690009549682267 51.89226897693571),-0.169000955,51.89226898
1339,D P Forrest Ltd,POINT (-1.949650900591809 52.53866477258894),-1.949650901,52.53866477
1340,Essington Pharmacy,POINT (-2.094257437833735 52.61421499541993),-2.094257438,52.614215
1341,Trinity Pharmacy,POINT (0.1609829219760741 51.86660874720923),0.160982922,51.86660875
1342,Jupiter Chemist,POINT (-0.4538477958120531 51.7649783100963),-0.453847796,51.76497831
1343,Manor Pharmacy,POINT (-0.3426858966798109 51.8072092015416),-0.342685897,51.8072092
1344,Topkins Healthcare Ltd,POINT (-0.3542576561176596 51.81487093316017),-0.354257656,51.81487093
1345,Village Pharmacy,POINT (-1.536766284448523 52.46156180503326),-1.536766284,52.46156181
1346,Knights Rugby Pharmacy,POINT (-1.263226152815644 52.37173790185408),-1.263226153,52.3717379
1347,Paddox Pharmacy,POINT (-1.230204102037584 52.36072741656358),-1.230204102,52.36072742
1348,Yew Tree Pharmacy,POINT (-1.960571902017316 52.5598310019939),-1.960571902,52.559831
1349,Boots,POINT (-1.974707336585769 52.47731475234919),-1.974707337,52.47731475
1350,Michaels Chemist,POINT (-1.968364649766388 52.49170795054646),-1.96836465,52.49170795
1351,TCP Pharma Ltd,POINT (-2.000811210032376 52.5227542847453),-2.00081121,52.52275428
1352,Friar Park Pharmacy,POINT (-1.996024657832429 52.55206929861103),-1.996024658,52.5520693
1353,Park Lane Pharmacy,POINT (-2.017039811709232 52.56066417841974),-2.017039812,52.56066418
1354,Rowlands Pharmacy,POINT (-2.02806890632372 52.48689909709636),-2.028068906,52.4868991
1355,Malchem Chemist,POINT (-1.974414530137965 52.49750790834846),-1.97441453,52.49750791
1356,Vishnu Pharmacy,POINT (-1.99066547657793 52.47896401279168),-1.990665477,52.47896401
1357,Ashworth Pharmacy Ltd,POINT (-1.991408841046282 52.487742756275),-1.991408841,52.48774276
1358,Tettenhall Wood Pharmacy,POINT (-2.182175012615635 52.59078823541994),-2.182175013,52.59078824
1359,Penn Care Pharmacy,POINT (-2.165824619738246 52.5671304187488),-2.16582462,52.56713042
1360,Poonian Pharmacy,POINT (-2.127453270628975 52.62769545032499),-2.127453271,52.62769545
1361,Rexall Chemist,POINT (-2.144143265825798 52.56849563209411),-2.144143266,52.56849563
1362,Bushbury Lane Pharmacy,POINT (-2.117804216314243 52.61601878871831),-2.117804216,52.61601879
1363,Ingrams Chemist,POINT (-2.000103763969862 52.52234974388405),-2.000103764,52.52234974
1364,Colin Harris Ltd,POINT (-1.854852605119722 52.16480276181829),-1.854852605,52.16480276
1365,Harbury Chemist,POINT (-1.455511244426099 52.23677402334713),-1.455511244,52.23677402
1366,Maltings Pharmacy,POINT (-0.3382036723494662 51.75197154589253),-0.338203672,51.75197155
1367,Markyate Pharmacy,POINT (-0.4618888215226537 51.83709969153266),-0.461888822,51.83709969
1368,Dickmans Pharmacy,POINT (-0.5660794595254256 51.76101483724108),-0.56607946,51.76101484
1369,Jade Pharmacy,POINT (-0.01862163576455126 51.74851973194051),-0.018621636,51.74851973
1370,Woods Pharmacy,POINT (-0.462341697372474 51.76535048561988),-0.462341697,51.76535049
1371,Byron's Chemist,POINT (-0.4878450141286181 51.74632377447001),-0.487845014,51.74632377
1372,Jade Pharmacy,POINT (-0.2263652590385184 51.7632675952841),-0.226365259,51.7632676
1373,Springfield Pharmacy,POINT (-0.3550088296807382 51.81535801124234),-0.35500883,51.81535801
1374,Crescent Pharmacy - Jersey Farm,POINT (-0.2977566625633409 51.77001510148847),-0.297756663,51.7700151
1375,Ivybridge Health Centre,POINT (-3.92070026095247 50.39183496922566),-3.920700261,50.39183497
1376,Lloyds Pharmacy,POINT (-2.498545600858231 51.41510353125503),-2.498545601,51.41510353
1377,Lloyds Pharmacy,POINT (-2.97608878348849 51.3397852583481),-2.976088783,51.33978526
1378,Lloyds Pharmacy,POINT (-2.524218142772859 51.60753611477035),-2.524218143,51.60753611
1379,Lloyds Pharmacy,POINT (-2.819446695735278 51.38720437064103),-2.819446696,51.38720437
1380,Chipping Sodbury Pharmacy,POINT (-2.394868625915483 51.5383773544804),-2.394868626,51.53837735
1381,Lloyds Pharmacy,POINT (-2.928430805094715 51.359919126566),-2.928430805,51.35991913
1382,Day Lewis Pharmacy,POINT (-2.80998222284869 51.37013082957503),-2.809982223,51.37013083
1383,Tesco in-store Pharmacy,POINT (-2.562951833716704 51.47347415791095),-2.562951834,51.47347416
1384,Oldland Common Pharmacy,POINT (-2.469542340386247 51.44038198002881),-2.46954234,51.44038198
1385,Jhoots Pharmacy,POINT (-2.564144884059387 51.49092918810744),-2.564144884,51.49092919
1386,Tesco in-store Pharmacy,POINT (-2.975223532030311 51.34636561259691),-2.975223532,51.34636561
1387,Tesco in-store Pharmacy,POINT (-2.854663113568222 51.42845901377358),-2.854663114,51.42845901
1388,Cohens Chemist,POINT (-2.754465015161829 51.43460493067466),-2.754465015,51.43460493
1389,Preddy Newco,POINT (-2.378251909353115 51.37694438774441),-2.378251909,51.37694439
1390,Lloyds Pharmacy,POINT (-2.318741578999684 53.64863738137183),-2.318741579,53.64863738
1391,Manor Pharmacy,POINT (-2.314135577148482 53.60903834422071),-2.314135577,53.60903834
1392,Lloyds Pharmacy,POINT (-2.602136427811357 51.50367909509364),-2.602136428,51.5036791
1393,Lloyds Pharmacy,POINT (-2.528763229511663 51.4803851521906),-2.52876323,51.48038515
1394,Mile Lane Pharmacy,POINT (-2.335266392132175 53.58824495790806),-2.335266392,53.58824496
1395,Lloyds Pharmacy,POINT (-2.554071342201139 51.45958757008086),-2.554071342,51.45958757
1396,Lloyds Pharmacy,POINT (-2.368547741324963 51.38119603196912),-2.368547741,51.38119603
1397,Tesco in-store Pharmacy,POINT (-2.547897142551612 51.53529855521706),-2.547897143,51.53529856
1398,Prestwich Pharmacy Ltd,POINT (-2.283973964827665 53.53357944610791),-2.283973965,53.53357945
1399,Lloyds Pharmacy,POINT (-2.658040804715442 51.5019040489669),-2.658040805,51.50190405
1400,Oldham Road Pharmacy,POINT (-2.145603916345299 53.60146172719232),-2.145603916,53.60146173
1401,Barash Pharmacy,POINT (-2.293379628114288 53.5480244139439),-2.293379628,53.54802441
1402,Morrisons Pharmacy,POINT (-2.532070220230549 51.47871573702296),-2.53207022,51.47871574
1403,Formans Chemist,POINT (-2.259340321743352 53.51911561028555),-2.259340322,53.51911561
1404,Morrisons Pharmacy,POINT (-2.912983830939688 51.35233446558915),-2.912983831,51.35233447
1405,Sedgely Park Pharmacy,POINT (-2.27229547391092 53.51907779179572),-2.272295474,53.51907779
1406,Botterills Pharmacy,POINT (-1.47490712941204 52.52210314995365),-1.474907129,52.52210315
1407,Superdrug Pharmacy,POINT (-2.566857996483641 51.43444873038923),-2.566857996,51.43444873
1408,Lloyds Pharmacy,POINT (-2.553111422188679 51.508143052416),-2.553111422,51.50814305
1409,Bills Pharmacy,POINT (-2.228057611132289 52.44784541971765),-2.228057611,52.44784542
1410,Jhoots Pharmacy,POINT (-2.378953597399178 51.35979402842487),-2.378953597,51.35979403
1411,Millstream Pharmacy,POINT (-2.087151566108409 52.6428977016117),-2.087151566,52.6428977
1412,Stoneydelph Pharmacy,POINT (-1.649535170562096 52.61730403623634),-1.649535171,52.61730404
1413,Co-Chem Dispensing Chemists,POINT (-1.908980717579586 52.50630392467762),-1.908980718,52.50630392
1414,Manor Pharmacy,POINT (-1.639082892812523 52.79621183017132),-1.639082893,52.79621183
1415,Lister Chemist,POINT (-1.458729046702286 52.51812864805144),-1.458729047,52.51812865
1416,Northwood Pharmacy Brereton,POINT (-1.92394782473668 52.7466370683354),-1.923947825,52.74663707
1417,Wylde Green Pharmacy,POINT (-1.826967170608895 52.53521405080296),-1.826967171,52.53521405
1418,Superdrug Pharmacy,POINT (-2.361359015770825 51.38156461607448),-2.361359016,51.38156462
1419,Abbotswood Pharmacy,POINT (-2.424442862685527 51.52931853288949),-2.424442863,51.52931853
1420,Xtreme Pharmacy,POINT (-1.902716082589702 52.50773734191679),-1.902716083,52.50773734
1421,Bedminster Pharmacy,POINT (-2.600635562960848 51.44102421618997),-2.600635563,51.44102422
1422,Health Plus Pharmacy,POINT (-1.891605037281261 52.51398918726036),-1.891605037,52.51398919
1423,Superdrug Pharmacy,POINT (-2.588461927399346 51.45768455997714),-2.588461927,51.45768456
1424,Boots,POINT (-2.32109785841088 51.23173479980986),-2.321097858,51.2317348
1425,Tesco in-store Pharmacy,POINT (-2.652115176535015 51.20635815691498),-2.652115177,51.20635816
1426,Mohammedi Pharmacy,POINT (-1.842070852545634 52.47553302025018),-1.842070853,52.47553302
1427,The Coastal Idt,POINT (1.197596921674974 52.05281017649403),1.197596922,52.05281018
1428,Integrated Child Health Services,POINT (0.217409821679179 51.54745242864461),0.217409822,51.54745243
1429,Community Learning Disabilities,POINT (-1.745642822157078 52.46695957648296),-1.745642822,52.46695958
1430,Department of Psychological Services,POINT (-2.927306912817965 54.89258438173539),-2.927306913,54.89258438
1431,The Mulberry Centre,POINT (-1.566088318507061 54.53118255073973),-1.566088319,54.53118255
1432,Hundens Lane Centre,POINT (-1.537529527346889 54.52439679415001),-1.537529527,54.52439679
1433,M&M Pharmacy,POINT (-1.676259310484153 54.65896022674508),-1.67625931,54.65896023
1434,M&M Pharmacy,POINT (-1.646930623470855 54.63397612056423),-1.646930623,54.63397612
1435,Smith Chemist,POINT (-1.645004072680188 54.77866362806848),-1.645004073,54.77866363
1436,Smith Chemist,POINT (-1.704223424603516 54.76993553100772),-1.704223425,54.76993553
1437,Smith Chemist,POINT (-1.576295656990417 54.79925345169306),-1.576295657,54.79925345
1438,Nash Chemist,POINT (-0.501443747713251 51.74992201927947),-0.501443748,51.74992202
1439,Yogi Pharmacy,POINT (0.3618638258257977 51.87328662122105),0.361863826,51.87328662
1440,Ropers Pharmacy,POINT (0.3626164015279101 51.87273284340278),0.362616402,51.87273284
1441,Verulam Pharmacy,POINT (-0.3600509654488825 51.74637071127356),-0.360050965,51.74637071
1442,Globe Pharmacy Chiswell,POINT (-0.3598767642637453 51.72878002131731),-0.359876764,51.72878002
1443,Cheshunt Pharmacy,POINT (-0.05058559647229112 51.70194354820991),-0.050585596,51.70194355
1444,Bedwell Pharmacy,POINT (-0.1891439112742192 51.90220384798404),-0.189143911,51.90220385
1445,Croft Chemist,POINT (-0.02312202296169354 51.73370421937936),-0.023122023,51.73370422
1446,Leigh Pharmacy,POINT (0.653975286850718 51.54237733309633),0.653975287,51.54237733
1447,Day Lewis Pharmacy,POINT (0.6852834871829677 51.54744749273816),0.685283487,51.54744749
1448,Leigh Pharmacy,POINT (0.6554734146856772 51.5552222134481),0.655473415,51.55522221
1449,Miltons Chemist Ltd,POINT (-2.186064700941213 53.00345803283194),-2.186064701,53.00345803
1450,Miltons Chemist Ltd,POINT (-2.144658695707459 53.03446981426412),-2.144658696,53.03446981
1451,Millers Pharmacy,POINT (-2.132640463348254 52.9790180296012),-2.132640463,52.97901803
1452,Millers Chemist,POINT (-2.335558278370864 53.00352537011644),-2.335558278,53.00352537
1453,Thomas Walker Pharmacy,POINT (-0.2414305411098734 52.58405579894685),-0.241430541,52.5840558
1454,Granville Pharmacy,POINT (-0.2407983635030937 52.58178070057365),-0.240798364,52.5817807
1455,Millfield Pharmacy,POINT (-0.2481528265571998 52.58871382255942),-0.248152827,52.58871382
1456,Shah Pharmacy,POINT (-0.03778326242872074 51.67471725388389),-0.037783262,51.67471725
1457,Hutchins Chemist,POINT (0.05357484010396803 51.64575496067749),0.05357484,51.64575496
1458,Coyle Chemist,POINT (-0.03342191510271776 51.6875843719756),-0.033421915,51.68758437
1459,Rowlands Pharmacy,POINT (0.6890295113410886 51.74049824644989),0.689029511,51.74049825
1460,Lister Chemist,POINT (-0.3432106923182674 51.6348400841137),-0.343210692,51.63484008
1461,Triangle Healthcare (UK) Ltd,POINT (-0.3554527245378302 51.64834745776731),-0.355452725,51.64834746
1462,The Heath Pharmacy,POINT (-0.3424816728369308 51.63501862959303),-0.342481673,51.63501863
1463,D B Jones Chemist,POINT (-0.3832697076238044 51.62824978718521),-0.383269708,51.62824979
1464,Parade Pharmacy,POINT (-0.5219184719971457 51.65561407809945),-0.521918472,51.65561408
1465,Tee K Enterprise Ltd,POINT (-0.3716677286830941 51.66537057622779),-0.371667729,51.66537058
1466,Jade Pharmacy,POINT (-0.3355904124520426 51.75606187513869),-0.335590412,51.75606188
1467,Normandy Pharmacy,POINT (-0.3406834477931427 51.76020723651641),-0.340683448,51.76020724
1468,Metro Pharmacy Ltd,POINT (-0.282729489639325 51.66791647521912),-0.28272949,51.66791648
1469,Villiage Pharmacy,POINT (-0.2542101035267827 51.65218233184066),-0.254210104,51.65218233
1470,Abbey Pharmacy,POINT (-0.4166124131224385 51.70673668814692),-0.416612413,51.70673669
1471,Quadrant Pharmacies,POINT (-0.3073995968399312 51.76446243211975),-0.307399597,51.76446243
1472,Meera Pharmacy,POINT (-0.3230310823052436 51.76694346160365),-0.323031082,51.76694346
1473,Acorn Pharmacy,POINT (-0.5673983826003176 51.76146252049797),-0.567398383,51.76146252
1474,Village Pharmacy,POINT (-0.4315697238242766 51.74821279806),-0.431569724,51.7482128
1475,Kasli Pharmacy,POINT (-1.492128814602763 52.52146805176459),-1.492128815,52.52146805
1476,Garchay's Chemist,POINT (-1.470256434391696 52.51787511860489),-1.470256434,52.51787512
1477,Deakin Chemist,POINT (-1.475768507703927 52.52725013769201),-1.475768508,52.52725014
1478,Magson Pharmacy,POINT (-1.424119902485492 52.47566001579142),-1.424119902,52.47566002
1479,Skeltons Chemist,POINT (-1.473318983407985 52.47986995663793),-1.473318983,52.47986996
1480,Ivens Dispensing Chemist,POINT (-1.53344654988387 52.27765957334587),-1.53344655,52.27765957
1481,Stratwicks Ltd,POINT (-1.586105585635655 52.2944374922801),-1.586105586,52.29443749
1482,Cross Chemist,POINT (-0.2868976992244795 51.95662984799516),-0.286897699,51.95662985
1483,Grange Pharmacy,POINT (-0.2265419930526176 51.99136965733929),-0.226541993,51.99136966
1484,Dogsthorpe Pharmacy,POINT (-0.2311576545019036 52.59430527227328),-0.231157655,52.59430527
1485,Chave & Jackson,POINT (-2.717293449031483 52.05581899944971),-2.717293449,52.055819
1486,Chandos Pharmacy,POINT (-2.711340956092445 52.05449928257064),-2.711340956,52.05449928
1487,St Albans Pharmacy,POINT (-0.3124776662684061 51.74370102912882),-0.312477666,51.74370103
1488,Codicote Pharmacy,POINT (-0.2336038178726077 51.84842288164778),-0.233603818,51.84842288
1489,Lloyds Pharmacy,POINT (-3.229878422698258 50.97725690103954),-3.229878423,50.9772569
1490,M W Phillips Chemists,POINT (-1.839946401259748 52.63914541536714),-1.839946401,52.63914542
1491,Superdrug Pharmacy,POINT (-2.632342208199969 50.94116873720841),-2.632342208,50.94116874
1492,Boots,POINT (-2.408934427675337 51.05688878114987),-2.408934428,51.05688878
1493,Well Pharmacy,POINT (-2.997685147380596 51.23810958817971),-2.997685147,51.23810959
1494,Magrath Pharmacy,POINT (-1.66393796615641 52.62207975637553),-1.663937966,52.62207976
1495,Acorn Pharmacy,POINT (-2.319273916631828 51.22480702796733),-2.319273917,51.22480703
1496,Morrisons Pharmacy,POINT (-3.103937683065708 51.01903594819047),-3.103937683,51.01903595
1497,Primary Care Pharmacy,POINT (-1.695477479749906 52.63673915439091),-1.69547748,52.63673915
1498,Fazeley Pharmacy,POINT (-1.698844777773892 52.61416725382609),-1.698844778,52.61416725
1499,Lloyds Pharmacy,POINT (-2.163575292414331 53.6337601782423),-2.163575292,53.63376018
1500,Coven Pharmacy,POINT (-2.135612351537596 52.65761313850944),-2.135612352,52.65761314
1501,Well Pharmacy,POINT (-2.188885134462792 53.62234377061338),-2.188885134,53.62234377
1502,Hawthorne Chemist,POINT (-2.057593247728509 52.6310673699851),-2.057593248,52.63106737
1503,Roots Chemist,POINT (-1.891328002573518 52.50800434770982),-1.891328003,52.50800435
1504,Eason Chemist,POINT (-1.671278631055581 52.60917661395484),-1.671278631,52.60917661
1505,Asda Pharmacy,POINT (-2.328692036915674 53.55731186783886),-2.328692037,53.55731187
1506,Peak Pharmacy,POINT (-1.65927182732858 52.63594125268115),-1.659271827,52.63594125
1507,Cohens Chemist,POINT (-2.299098608335542 53.59022126402109),-2.299098608,53.59022126
