index,name,point_lon,point_lat
2800,Boots,-1.711650294,54.96484123
2801,Boots,-1.488868562,54.9805724
2802,Boots,-1.518881086,54.97296652
2803,Boots,-1.434498284,54.99805292
2804,Lloyds Pharmacy,-1.60959989,54.92272542
2805,Ashchem Chemist,-1.544897448,54.94064397
2806,Lloyds Pharmacy,-1.519666217,54.97262815
2807,Boots,-1.762395533,54.97273292
2808,Lloyds Pharmacy,-1.576977332,54.99690605
2809,Boots,-1.407632844,54.97219726
2810,Ashchem Chemist,-1.507555077,54.97335975
2811,Boots,-1.72438293,54.95520152
2812,Well Pharmacy,-1.645960062,54.94863637
2813,Well Pharmacy,-1.598409313,54.93720191
2814,Well Pharmacy,-1.676706223,54.94601707
2815,Well Pharmacy,-1.603319804,54.9568531
2816,Penwortham Pharmacy,-2.729988975,53.75015619
2817,Cam Pharmacy,-0.112093198,51.49719261
2818,Copes Pharmacy,-0.126253346,51.41674709
2819,Deejay Chemist,-0.106595893,51.44087591
2820,Duncans Chemist,-0.001430393,51.42078197
2821,Fourway Pharmacy,-0.100515435,51.45269009
2822,Grove Park Pharmacy,0.02089472,51.43159517
2823,Jackson Chemist,-0.125504151,51.44103322
2824,Davis Chemist,-0.090028755,51.46013647
2825,Herne Hill Pharmacy,-0.096374795,51.45673256
2826,Hills Pharmacy,-0.107350041,51.48996706
2827,Baums Pharmacy,-0.002610986,51.45901237
2828,Foster & Sons,-0.062794998,51.45396128
2829,City Pharmacy,-0.089600572,51.50484973
2830,Campion Chemist,-0.052869089,51.49947954
2831,Facer Pharmacy,-2.781956149,53.72713287
2832,Cohens Chemist,-2.692986131,53.72617057
2833,Raj's Chemist,-1.814039548,53.79620605
2834,Village Pharmacy,-2.747179582,53.72672565
2835,Rowlands Pharmacy,-2.604795904,53.61126552
2836,Bamfords Pharmacy,-2.598073188,53.61792375
2837,Banks Pharmacy,-2.923489958,53.68148877
2838,Withnell Pharmacy,-2.556996989,53.69346193
2839,Hesketh Bank Pharmacy,-2.83865124,53.69788771
2840,Rowlands Pharmacy,-2.764646391,53.54968081
2841,Cohens Chemist,-1.526218696,53.81145418
2842,Andrew Tylee Ltd,-1.569052576,53.80586779
2843,Wise Pharmacy Ltd,-2.731768043,53.69196413
2844,Kingsfold Pharmacy,-2.719390721,53.73696262
2845,Amadis Chemist,-0.076201046,51.49797617
2846,Roding Pharmacy,0.046117778,51.57705581
2847,Golds Pharmacy Gants Hill,0.066752243,51.57696395
2848,Day Lewis Pharmacy,0.075329109,51.58284666
2849,Woodlands Pharmacy,0.079350709,51.55258697
2850,Peltons Chemist,0.063236646,51.56275445
2851,P&S Chemist,0.072151791,51.55510641
2852,Sheldon Pharmacy,0.065515857,51.57675192
2853,The Pharmacy,0.083496434,51.64735003
2854,Eden Pharmacy,0.110444409,51.5633536
2855,Broadway Pharmacy,-2.713991626,53.79172236
2856,Boots,-2.310813825,53.44520282
2857,Lloyds Pharmacy,-2.19262437,53.53715569
2858,Lloyds Pharmacy,-2.212328554,53.51281769
2859,Lloyds Pharmacy,-2.477728381,53.38090695
2860,Superdrug Pharmacy,-2.799277201,54.04857723
2861,Lloyds Pharmacy,-2.287250291,53.39326662
2862,Lloyds Pharmacy,-2.195776764,53.55652046
2863,Rowlands Pharmacy,-2.215071325,53.5570832
2864,Superdrug Pharmacy,-2.746550982,54.32901854
2865,Boots,-2.242295606,53.47648332
2866,Boots,-2.20104495,53.54824153
2867,Lloyds Pharmacy,-3.181134861,54.15651522
2868,Lloyds Pharmacy,-2.545618719,53.39856985
2869,Boots,-2.236465337,53.51718564
2870,Boots,0.3304304,53.15424148
2871,Well Pharmacy,-2.257598438,53.40851605
2872,Boots,-0.337109255,53.38738401
2873,Well Pharmacy,-2.117365315,53.4560071
2874,Boots,-0.005027383,53.36601489
2875,Well Pharmacy,-2.265031549,53.40641442
2876,Boots,0.015566288,52.80384386
2877,Morrisons Pharmacy,-4.148050412,50.53710779
2878,Boots,-4.144039233,50.55072695
2879,Lincolnshire Co-operative Chemist Group,-0.116439616,53.20846751
2880,Superdrug Pharmacy,-1.512936606,52.40693213
2881,Boots,-1.459984955,52.40955214
2882,Morrisons Pharmacy,-1.531972464,52.41253791
2883,Boots,-0.641731576,52.91100247
2884,Boots,-0.776421642,53.39942711
2885,Boots,-0.023125606,52.97732641
2886,Tesco in-store Pharmacy,-1.441104474,52.41341112
2887,Boots,-1.455884709,52.39390841
2888,Superdrug Pharmacy,-1.511393585,52.40688981
2889,Boots,-0.377676524,52.76796164
2890,Well Pharmacy,-1.532799598,52.4302697
2891,Boots,-3.529965867,50.46652435
2892,Superdrug Pharmacy,-3.530059217,50.46723363
2893,Lloyds Pharmacy,-3.495852114,50.54594963
2894,Boots,-3.494834692,50.54635841
2895,Well Pharmacy,-0.317386835,52.67547597
2896,Lloyds Pharmacy,-3.756147837,50.51580004
2897,Lloyds Pharmacy,-3.673721463,50.59212074
2898,Lloyds Pharmacy,-3.674995881,50.59379321
2899,Crowland Pharmacy,-0.168632935,52.67542944
2900,Lloyds Pharmacy,-3.600651229,50.60508252
2901,Boots,-3.596687571,50.54892714
2902,Tesco in-store Pharmacy,-0.515650695,53.24004334
2903,Boots,-3.610341798,50.53000532
2904,Nicholsons Pharmacy,-2.769342314,53.36755483
2905,Rowlands Pharmacy,-2.726497389,53.38179198
2906,Well Pharmacy,-2.747528126,54.32405594
2907,Well Pharmacy,-2.747952212,54.3304793
2908,Boots,-3.777636629,50.48140514
2909,Lloyds Pharmacy,-3.473901505,50.58043185
2910,Well Pharmacy,-3.684362524,50.43091648
2911,Boots,-3.578361102,50.35113507
2912,Boots,-3.567128296,50.43555899
2913,Boots,-3.565973711,50.41123742
2914,Cohens Chemist,-2.800177613,54.05934676
2915,Lloyds Pharmacy,-4.178772849,50.37366683
2916,Boots,-3.522103187,50.48144003
2917,Superdrug Pharmacy,-4.141354947,50.3726001
2918,Boots,-4.13775795,50.3725179
2919,Pearl Chemist,-0.203152042,51.32205384
2920,Boots,-0.332100559,51.2321231
2921,Arrowedge Chemist,-1.966437857,50.75140057
2922,Boots,-0.552621157,51.58896163
2923,Boots,-0.725162051,52.08645584
2924,Sedem Pharmacy,-2.977574822,53.43154197
2925,Rowlands Pharmacy,-2.913163832,53.48951728
2926,Rowlands Pharmacy,-2.914476805,53.46788026
2927,Lloyds Pharmacy,-2.865475961,53.37544474
2928,M Saleem Dispensing Chemist,-2.872982265,53.42860409
2929,Kelly's Pharmacy,-2.935265263,53.48293733
2930,Rowlands Pharmacy,-2.802642369,53.4296819
2931,Boots,-3.060885796,53.55714238
2932,Tesco in-store Pharmacy,-2.909312546,53.38129416
2933,Grange Lane Pharmacy,-2.862202201,53.38378315
2934,Hunts Cross Pharmacy,-2.856181822,53.35872952
2935,Well Pharmacy,-2.902088849,53.44845978
2936,Whitworth Chemists Ltd,-0.655318299,53.57420426
2937,Boots,-3.062427931,53.55554847
2938,Boots,-2.943082156,53.51670059
2939,Boots,-2.94360143,53.51563582
2940,Cohens Chemist,-3.039532346,53.48354081
2941,William Harvey Clinic,-0.228067984,51.45559563
2942,Longsters Pharmacy,-2.765443796,53.41622999
2943,Rowlands Pharmacy,-3.061607101,53.55701014
2944,Rowlands Pharmacy,-3.00879553,53.63667551
2945,Marston Pharmacy,-1.234635833,51.76608997
2946,Heer Pharmacy,-0.60515763,51.50668251
2947,Kamal Enterprises Ltd,-0.607354839,51.51779581
2948,Wallington Resource Centre,-0.14815317,51.35417344
2949,Well Pharmacy,-3.094261154,53.34386627
2950,Well Pharmacy,-3.17759336,53.39195942
2951,Irby Village Pharmacy,-3.117643326,53.35285438
2952,Kays Chemist,-2.971670072,53.4097004
2953,Kays Pharmacy,-2.839592488,53.38832552
2954,EJ's Pharmacy,-1.414695094,52.89105627
2955,Allestree Pharmacy,-1.478668358,52.95530459
2956,West Point Pharmacy,-1.24223812,52.90545378
2957,Foreshaw's Pharmacy,-2.945670265,53.42429319
2958,John Hughes Chemist,-2.959431668,53.42291957
2959,McCanns Pharmacy,-2.951628341,53.37975973
2960,J England Pharmacy Ltd,-2.644186486,53.55571803
2961,Hindley Pharmacy Ltd,-2.581801922,53.53289256
2962,Manor Pharmacy,-2.694237612,53.57110484
2963,Noble & Peacock,-2.463074385,53.58879804
2964,Living Care Pharmacy,-1.493907171,53.68054036
2965,Lloyds Pharmacy,-1.321042138,53.59117333
2966,Giles & Ward Pharmacy,-1.580905866,53.68250663
2967,Kingfisher Chemist Ltd,-1.492358392,53.67940579
2968,Belle Isle Pharmacy,-1.489080235,53.67043507
2969,Rise Park Pharmacy,0.180855309,51.59241484
2970,Desons Pharmacy,-0.346410302,51.5923038
2971,Hill Pharmacy,-0.17272356,51.54350195
2972,Crescent Pharmacy,0.212418119,51.59518553
2973,Rowlands Pharmacy,0.220886383,51.58346434
2974,Pharmacare Chemist,0.201704337,51.56496243
2975,Boots,0.234940359,51.60499262
2976,Bows Chemist,0.207833947,51.52111205
2977,Chansons Pharmacy,0.200899358,51.51998788
2978,Park Lane Pharmacy,0.191665566,51.57200295
2979,Mastaa-Care Pharmacy Ltd,0.147177888,51.56271404
2980,Waller Pharmacy,0.147566108,51.54216736
2981,W H Burdess Chemist,0.164869475,51.58256878
2982,Panchem Pharmacy,0.2507021,51.55603703
2983,Kry-Ba Pharmacy,0.14611152,51.53209503
2984,Rowlands Pharmacy,0.175684856,51.57814751
2985,David Lewis Pharmacy,0.1300401,51.55135381
2986,Britcrown Pharmacy,0.200168167,51.58615952
2987,Mim Pharmacy,0.177496166,51.58146733
2988,Williams Dispensing Chemists,0.196393664,51.51673058
2989,Britannia Pharmacy,0.24728882,51.55337401
2990,Lloyds Pharmacy,0.142169545,51.55438834
2991,Day Lewis Pharmacy,0.094156789,51.53575895
2992,Valence Pharmacy,0.130682749,51.55893205
2993,Mayors Chemist,0.086473004,51.53422323
2994,Well Pharmacy,-1.358000425,53.72765833
2995,Talati Chemist,0.148108119,51.54265204
2996,Hedgemans Pharmacy,0.128352846,51.53900136
2997,Rowlands Pharmacy,-1.501720636,53.65000045
2998,Alvin Rose Pharmacy,0.114466253,51.5514557
2999,Community Mental Health Services,-0.131311783,51.42565863
3000,Lords Dispensing Chemist,0.080536978,51.53906785
3001,Rowlands Pharmacy,-1.506742564,53.6447523
3002,Andrew Bass Pharmacy,0.14670148,51.56087024
3003,Framlingham Pharmacy,1.344196866,52.22178687
3004,J C Wise Ltd,-0.13495158,51.56435457
3005,Superdrug Pharmacy,-1.353321175,53.72600271
3006,Wise Chemist,-0.123694088,51.56934575
3007,Boots,-1.312175165,53.69088477
3008,Apex Pharmacy,-0.090511523,51.52565897
3009,Well Pharmacy,-1.579813139,53.68063955
3010,Manor Pharmacy,-1.648722314,52.82206757
3011,Boots,-1.476777315,53.68989366
3012,Boots,-1.49046143,53.68304606
3013,Cohens Chemist,-1.355371262,53.725443
3014,Lloyds Pharmacy,-1.31526816,53.72323334
3015,Lloyds Pharmacy,-1.35415025,53.61233011
3016,Lloyds Pharmacy,-1.306555314,53.68821611
3017,Lloyds Pharmacy,-1.549840218,53.65941197
3018,Cohens Chemist,-1.308802997,53.69382612
3019,Lloyds Pharmacy,-1.423990844,53.69549843
3020,Living Care Pharmacy,-1.494831781,53.67994295
3021,Boots,-1.350595273,53.72576148
3022,Boots,-1.495998644,53.68238637
3023,Superdrug Pharmacy,-1.495445533,53.68192025
3024,Tesco in-store Pharmacy,0.191873259,51.56582098
3025,Sood (Chemist) Ltd,-2.592879259,51.47090696
3026,Tesco in-store Pharmacy,0.19065446,51.52010236
3027,Lloyds Pharmacy,0.164001673,51.59926909
3028,Avenham Pharmacy,-2.696885756,53.75575521
3029,Joseph Cowper Ltd,-2.751672465,54.66351119
3030,A F Norman Chemist,-3.498400776,54.71410363
3031,Alneburgh Pharmacy Ltd,-3.49427198,54.70677489
3032,J W W Allison & Sons Ltd,-3.364181415,54.66350937
3033,Lloyds Pharmacy,-1.525203921,54.91366352
3034,Lloyds Pharmacy,-1.509141977,54.90158403
3035,Johns (Chemists) Ltd,-3.030746346,53.91920135
3036,Tomlinsons Chemists,-2.964587376,53.73698404
3037,F Crossley (Chemists) Ltd,-3.050755327,53.79858617
3038,Alexandria Pharmacy,-3.023043458,53.74536088
3039,HMI Pharmacy,-2.877369703,53.78179528
3040,Moore Pharmacy,-3.030148574,53.82926793
3041,Whitworth Chemists Ltd,-3.025041714,53.78831122
3042,Well Pharmacy,-2.878097311,53.781754
3043,Rowlands Pharmacy,-2.754892905,53.76639644
3044,Birdwell Pharmacy,-1.480343601,53.50621214
3045,A M Clark Ltd,-1.630515188,53.52597315
3046,Rowlands Pharmacy,-1.818775432,53.78224597
3047,Shakespeares Chemist,-1.768532215,53.80895279
3048,Rowlands Pharmacy,-1.775887849,53.8078792
3049,Boots,-1.766600343,53.85332245
3050,Rowlands Pharmacy,-1.899055408,53.82602797
3051,B Hussain Dispensing Chemist,-1.909821158,53.87106941
3052,Browgate Pharmacy,-1.766329214,53.85287252
3053,Heaton Pharmacy,-1.785384199,53.81573404
3054,Medihome Pharmacy,-1.894749372,53.80197706
3055,Fab Healthcare,-1.768474194,53.80569903
3056,Stickland Chemist,-0.174093589,51.4941277
3057,Sumer Pharmacy,-0.193907157,51.52277873
3058,Lindsay Chemist,-0.288428393,51.4134275
3059,Lloyds Pharmacy,-1.683971677,53.86631873
3060,Lloyds Pharmacy,-1.550899502,53.84492598
3061,Lloyds Pharmacy,-1.561005742,55.17089987
3062,Apek Pharmacy,-0.172686452,51.51706358
3063,Remedy's Pharmacy,-0.178624667,51.52573474
3064,St John's Wood Pharmacy,-0.171014239,51.5339793
3065,Currans Pharmacy,-0.198090726,51.52525304
3066,Boots,-0.287746244,54.209114
3067,Market Chemist,-0.171052538,51.52277081
3068,Holmes Pharmacy,-0.180440883,51.53188678
3069,Harleys Pharmacy,-0.175085464,51.49345971
3070,Avenue Pharmacy,-1.374701637,54.91689182
3071,Prince Chemists,-0.20186558,51.52457358
3072,Nashi Pharmacy,-0.190726644,51.51540986
3073,Courteney Chemist,-0.169554965,51.53225697
3074,Moore's Pharmacy,-0.179320307,51.51335394
3075,Pharmacentre,-0.166666204,51.51731135
3076,Benson Pharmacy,-0.191772076,51.5210013
3077,Well Pharmacy,-1.526311728,55.07296743
3078,Woods Chemist,-0.169593009,51.5237597
3079,Cohens Chemist,-3.024516437,53.76289376
3080,Boots,-1.368006627,53.7663913
3081,Cohens Chemist,-3.03263979,53.81077722
3082,Superdrug Pharmacy,-4.14441953,50.37163518
3083,Boots,-4.144574506,50.37164131
3084,Lincolnshire Co-operative Chemist Group,-0.384382773,53.04635617
3085,Boots,-0.638162556,52.9071139
3086,Boots,-0.174184403,53.10564549
3087,Well Pharmacy,-1.983724664,53.32999567
3088,Boots,0.260331195,53.34028136
3089,Carnforth Pharmacy,-2.769197897,54.12889849
3090,Lincolnshire Co-operative Chemist Group,-0.403945662,53.13983746
3091,Well Pharmacy,-2.80161888,54.04692495
3092,Boots,-2.628342956,53.41548155
3093,Lincolnshire Co-operative Chemist Group,-0.556723734,53.19150021
3094,City Square Pharmacy,-0.537857533,53.22775926
3095,Boots,-2.865027448,54.07170544
3096,Boots,-2.59696734,53.38928772
3097,Lincolnshire Co-operative Chemist Group,-0.544649731,53.23907044
3098,Lincolnshire Co-operative Chemist Group,-0.546101056,53.21613761
3099,Boots,-3.226216216,54.11292162
3100,Lincolnshire Co-operative Chemist Group,-0.529017655,53.23054966
3101,Lincolnshire Co-operative Chemist Group,-0.523932542,53.2477631
3102,Boots,0.121436977,52.78535646
3103,Lincolnshire Co-operative Chemist Group,-0.004120186,53.36677288
3104,Boots,-3.094657109,54.19589073
3105,Boots,-2.905918217,54.37828828
3106,Boots,-2.698111537,53.32742625
3107,Boots,-2.696621228,53.32479314
3108,Lincolnshire Co-operative Chemist Group,-0.663828409,53.27060749
3109,Boots,-2.717438173,54.07633449
3110,Rowlands Pharmacy,-2.606164234,53.39209078
3111,Rowlands Pharmacy,-2.60667499,53.39829129
3112,Superdrug Pharmacy,-2.595174911,53.39014161
3113,Superdrug Pharmacy,-2.698259025,53.32726359
3114,Boots,-2.596745946,54.20201135
3115,Superdrug Pharmacy,-2.590043881,53.39075225
3116,Well Pharmacy,-2.724118359,53.37980194
3117,Well Pharmacy,-2.576413447,53.41046723
3118,Cowards Pharmacy,-3.229825827,54.11754962
3119,Well Pharmacy,-2.521603822,53.45350333
3120,Thomas Bell (Chemist) Ltd,-2.962155976,54.43079815
3121,Staveley Pharmacy,-2.816894092,54.37718907
3122,Flookburgh Pharmacy,-2.972036312,54.17448233
3123,Well Pharmacy,-2.717275797,53.32866088
3124,Collins & Butterworth Ltd,-2.998379762,54.37488958
3125,Well Pharmacy,-2.527671475,53.41443103
3126,Bowerham Pharmacy,-2.789693529,54.03740484
3127,Bare Pharmacy Ltd,-2.839022248,54.07800141
3128,King Chemist,-2.833800123,54.06605694
3129,Well Pharmacy,-2.789239855,54.10738958
3130,Cohens Chemist,-3.253024791,54.10752307
3131,Cohens Chemist,-3.22938552,54.10215745
3132,Boots,-2.768789094,54.12913479
3133,Cohens Chemist,-3.222460784,54.1199436
3134,Cohens Chemist,-3.220282428,54.11141802
3135,Wilcare Co Ltd,0.338347976,53.22367646
3136,Cohens Chemist,-3.221414764,54.12235405
3137,Lloyds Pharmacy,-0.624101927,52.91912436
3138,Kamsons Pharmacy,-2.469349794,53.5879826
3139,Boots,-0.333470687,51.39000382
3140,Paydens Ltd,-0.102580737,51.29039728
3141,Well Pharmacy,-1.545168158,51.9411909
3142,Jardines Pharmacy,-1.138363844,51.89126474
3143,Rowlands Pharmacy,-1.207453874,51.73610383
3144,Rowlands Pharmacy,-1.152843685,51.57505478
3145,Rowlands Pharmacy,-1.214573315,51.76148003
3146,Lloyds Pharmacy,-0.2687221,51.3328165
3147,Paydens Ltd,-0.2415798,51.30946287
3148,Warlingham Pharmacy,-0.055819987,51.30929307
3149,P W & J A Hedge Ltd,-1.660799923,51.23555176
3150,Lloyds Pharmacy,-0.304274595,51.31661039
3151,Four Marks Pharmacy,-1.043312893,51.11157141
3152,Hedge Pharmacy,-1.616849852,51.25641952
3153,Day Lewis Pharmacy,-1.921508255,50.70547156
3154,Rowlands Pharmacy,-2.42812982,53.54671883
3155,Rowlands Pharmacy,-2.402441387,53.54363159
3156,Day Lewis Pharmacy,-3.011620498,53.34572018
3157,Day Lewis Pharmacy,-3.084578644,53.39556092
3158,Dudleys Chemist,-2.965141985,53.31321349
3159,Sugar Lane Pharmacy,-2.851006174,53.44956278
3160,Jamiesons Pharmacy,-3.029775642,53.38716696
3161,Campbells Chemist,-3.034371817,53.41201591
3162,Stockbridge Pharmacy,-2.868742679,53.43554471
3163,Lansdales Pharmacy,-0.691939319,51.63757002
3164,Cobham Pharmacy,-0.408552732,51.33452109
3165,Crescent Pharmacy,-3.005913565,53.49955902
3166,Lloyds Pharmacy,-0.769085341,51.61534013
3167,Victoria Chemists,-0.200191757,51.32270082
3168,Lloyds Pharmacy,-0.72593281,52.07748116
3169,M & A Weinronk,-3.095224493,53.34804636
3170,The Broadway Pharmacy,-1.529859512,51.50874462
3171,Meadows Pharmacy,-2.947367631,53.50558268
3172,Khatkar Dispensing Chemists,-0.605895689,51.52876673
3173,Victoria Pharmacy,-3.042326582,53.43824299
3174,Birchall & Haydock,-1.187264873,50.89964522
3175,Frith Pharmacy,-0.334118283,51.23110509
3176,Nima Chemist,-0.245458034,51.36237077
3177,The Brent Pharmacy,0.231501451,51.44188436
3178,McArdle Pharmacy,1.18509657,51.08728332
3179,Ashworths Dispensing Chemist,0.867538327,51.13633009
3180,Greencross Pharmacy,-3.184260136,53.37242389
3181,Clockwork Pharmacy,1.402623693,51.22241205
3182,Tesco in-store Pharmacy,1.298539664,51.15386465
3183,Paydens Ltd,1.305500835,51.13019948
3184,Lloyds Pharmacy,-1.583926212,55.09577783
3185,Well Pharmacy,-1.548281438,55.06330717
3186,Boots,-2.017247693,54.97424825
3187,Parkside Pharmacy,-2.254453956,55.1441076
3188,Rowlands Pharmacy,-1.569662601,55.18370159
3189,Boots,-1.91149775,55.30986958
3190,Taylors Pharmacy,-1.743270278,55.04937307
3191,Boots,-1.654173189,55.58123465
3192,Lloyds Pharmacy,-3.001264154,51.12458784
3193,Pegswood Pharmacy,-1.651857249,55.17841042
3194,Morrisons Pharmacy,-2.005290545,52.39679543
3195,Superdrug Pharmacy,-1.967992885,52.41684275
3196,Clock Pharmacy,-1.972830954,52.41317241
3197,Knights Pharmacy,-1.960890884,52.39891983
3198,Knights Chemist,-1.979396196,52.39529246
3199,Castle Chemist,-1.968885835,52.4372297
3200,Lloyds Pharmacy,-1.971090307,52.43805194
3201,Lloyds Pharmacy,-2.016653285,52.40315033
3202,Boots,-1.960817643,52.39864111
3203,Boots,-1.910486084,52.41039083
3204,Boots,-1.869340959,52.40946259
3205,Superdrug Pharmacy,-1.946841845,52.45919257
3206,Lloyds Pharmacy,-1.991950375,52.45668694
3207,Boots,-1.899660473,52.46487071
3208,Jhoots Pharmacy,-1.949344172,52.45883406
3209,Boots,-1.821913313,52.4468713
3210,Lloyds Pharmacy,-1.818778201,52.446453
3211,Lloyds Pharmacy,-1.780529862,52.45190817
3212,Lloyds Pharmacy,-1.78429198,52.45290399
3213,Well Pharmacy,-1.834622553,52.44369827
3214,Boots,-3.527932431,50.7254968
3215,Boots,-1.603586376,55.29416303
3216,Rowlands Pharmacy,-1.811288591,53.7257626
3217,Boots,-1.678921187,55.15965904
3218,Boots,-1.898306603,54.94687114
3219,Lynemouth Pharmacy,-1.537072529,55.21249015
3220,Boots,-1.847764806,54.96114253
3221,Boots,-1.764743433,55.03612595
3222,Boots,-1.852121214,54.96135458
3223,Superdrug Pharmacy,-1.569431016,55.18333234
3224,Boots,-1.601528809,55.15983521
3225,Boots,-1.531575078,55.11174491
3226,Boots,-1.474115421,55.08242245
3227,Lloyds Pharmacy,-1.512051427,55.12776421
3228,Boots,-2.460091794,54.97009835
3229,Boots,-1.598674651,55.13144802
3230,Well Pharmacy,-1.516957363,55.18255632
3231,Boots,-2.004229902,55.77019411
3232,Boots,-2.101224675,54.97104403
3233,Boots,-1.687791738,55.16731114
3234,Boots,-1.509253447,55.12676182
3235,Boots,-1.706637146,55.41406205
3236,Boots,-1.570722079,55.18302238
3237,A S Carlton Ltd,-1.579599895,53.67909553
3238,Rowlands Pharmacy,-1.293312044,53.59486259
3239,Lloyds Pharmacy,-1.268554438,53.61872833
3240,Avicenna Pharmacy,-0.441320225,51.88961824
3241,Avicenna Pharmacy,-0.49798945,51.89279192
3242,Avicenna Pharmacy,-0.471485744,51.90574295
3243,Cohens Chemist,-3.002438821,53.75247411
3244,Acorn Chemist,-0.429834443,51.88603073
3245,Whitworth Chemists Ltd,-2.870985564,53.78277662
3246,Featherfield Pharmacy,-0.430193436,51.91367585
3247,Sandringham Road Pharmacy,-0.047741829,53.55187896
3248,Rowlands Pharmacy,-0.041375896,53.56615863
3249,Weldricks Pharmacy,-1.304055712,53.53425673
3250,R D Hill (Chemist) Ltd,-1.469167309,53.57458679
3251,Darton Pharmacy,-1.530199415,53.58633802
3252,Warburton Chemist,-3.01244444,53.92235914
3253,Rhodes Pharmacy,-3.040621011,53.83254995
3254,Normoss Pharmacy,-3.005382807,53.82806872
3255,Boots,-1.599432813,54.93629767
3256,Kidderminster Pharmacy,-2.24129634,52.38534709
3257,Lloyds Pharmacy,-2.059142789,52.44403234
3258,Whitmore Reans Pharmacy,-2.142774793,52.59409308
3259,Well Pharmacy,-2.21178057,53.06034314
3260,Wolverhampton Road Pharmacy,-2.113769563,52.80240437
3261,Lloyds Pharmacy,-1.601233784,54.95619927
3262,Waterloo Pharmacy,-1.643163703,52.81224347
3263,Hingley Pharmacy,-2.084411633,52.47130158
3264,Lloyds Pharmacy,-1.95393468,52.48835899
3265,Lloyds Pharmacy,-1.457193628,55.01116838
3266,Lloyds Pharmacy,-1.51636027,52.43126448
3267,Lloyds Pharmacy,-1.568197674,55.0197362
3268,Lloyds Pharmacy,-1.473057836,52.43637475
3269,Chambers Chemist,-1.680177349,54.97091819
3270,Boots,-1.58119948,54.97721379
3271,Boots,-1.619712944,55.00517058
3272,Boots,-1.606514618,54.99268272
3273,Child & Family Services,0.556211716,51.88032849
3274,Child & Adolescent Mental Health Service,0.090139359,51.77154462
3275,Asda Pharmacy,-2.596495839,51.53069336
3276,Boots,-1.655904429,54.97615388
3277,Boots,-1.637557087,54.96552201
3278,Boots,-2.610737443,51.46400412
3279,Boots,-3.078859114,51.00753948
3280,Boots,-1.698850382,54.99310787
3281,Lloyds Pharmacy,-2.987737986,51.12647709
3282,Boots,-3.079897276,51.03020098
3283,Lloyds Pharmacy,-2.979221151,51.22734009
3284,Superdrug Pharmacy,-2.596350894,51.44234989
3285,Lloyds Pharmacy,-2.619655758,51.43355201
3286,T A Burley Pharmacy Ltd,-0.063720858,53.50673996
3287,Boots,-0.002527375,53.36714899
3288,Watson Chemist,-0.53857724,53.23478001
3289,Thomas Brown Pharmacy,-2.581384149,53.37166136
3290,Bardney Pharmacy,-0.326185487,53.21025809
3291,Lloyds Pharmacy,-0.005748044,52.97505187
3292,Lincolnshire Co-operative Chemist Group,-0.468441796,53.19402099
3293,Boots,-2.527176815,54.32374914
3294,Green Cross Pharmacy,-2.598933083,53.39264324
3295,Cookes Chemist,-2.72429672,53.36994014
3296,Boots,-2.581430309,53.37240181
3297,Peak Pharmacy,-2.733562676,53.34249097
3298,Boots,-2.856398453,54.06082897
3299,Westend Pharmacy,-2.885819889,54.06422896
3300,Morecambe Bay Chemist,-2.879542059,54.06576703
3301,Boots,-3.20791552,54.11118328
3302,Well Pharmacy,-4.179194963,50.41879366
3303,Well Pharmacy,-4.135571754,50.42699629
3304,Tesco in-store Pharmacy,-4.109596872,50.43538264
3305,Hughes Chemist,-2.544653713,53.37718206
3306,Boots,-4.133016019,50.40772342
3307,Superdrug Pharmacy,-1.907903882,53.86598892
3308,Weldricks Pharmacy,-1.460302859,53.59840594
3309,Cohens Chemist,-2.755461834,53.37129298
3310,St Mary's Pharmacy,-3.050259771,53.79631464
3311,Cohens Chemist,-2.630292883,53.40795672
3312,Smiths Chemist,-2.950356348,53.73759124
3313,Skf Lo (Chemists) Ltd,-1.43947603,53.5570732
3314,Ellison Chemist,-1.485079488,53.5476461
3315,Rowlands Pharmacy,-1.21434466,53.20291608
3316,Rowlands Pharmacy,-1.395945031,53.52163458
3317,Lincolnshire Co-operative Chemist Group,-0.666021651,52.9142012
3318,Silverdale Pharmacy,-2.82643002,54.16881101
3319,West Bank Pharmacy,-2.734141359,53.35160569
3320,Windermere Community Pharmacy Ltd,-2.90574434,54.37808287
3321,Well Pharmacy,-1.373978736,53.53376849
3322,Ellison Chemist,-1.484750142,53.55811621
3323,Fenns Chemist,0.595138371,51.34850242
3324,Lloyds Pharmacy,-1.478146535,53.55424055
3325,Well Pharmacy,-3.045072167,53.78551096
3326,Boots,0.074419506,51.5595447
3327,Lloyds Pharmacy,-3.043644314,53.80441703
3328,Lloyds Pharmacy,-3.014875865,53.87644919
3329,Well Pharmacy,-4.024253653,50.38723697
3330,Higher Greaves Pharmacy,-2.795312946,54.03422204
3331,Well Pharmacy,-4.187934648,50.40529988
3332,Rydale Chemists,-2.658366046,53.43085401
3333,Well Pharmacy,-4.102088561,50.38436179
3334,Boots,-4.129917246,50.38921503
3335,Well Pharmacy,-4.146134607,50.39423786
3336,Lloyds Pharmacy,-3.555101336,50.48770397
3337,Well Pharmacy,-4.165515784,50.38122789
3338,Well Pharmacy,-4.126294023,50.42956237
3339,Fox & Medcalfe,-2.80180663,54.04715738
3340,Wise Pharmacy,-2.670094537,53.33988367
